loc_x,loc_y,sentence,parsetree
5.46,5.07,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.88,6.54,somewhat far in front of the near end of the table,(S1 (ADJP (RB somewhat) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN table)))))))))
5.84,5.49,not very far to the right of the right end of the edge of the far half of the chair,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN chair))))))))))))))
5.32,6.7,very far to the far left corner of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.44,6.15,at the left corner of the far half of the bottle,(S1 (FRAG (PP (IN at) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.2,6.89,not very far in front of the left side of the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.25,5.83,not very near behind the right edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.51,6.27,not very near to the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.02,6.66,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.82,6.95,not very near behind the far corner of the left half of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))))))))
5.31,6.19,not very near to the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.37,6.16,on the left half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.65,6.8,not very far in front of the middle of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.47,6.28,not very near from the left side of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.62,5.2,somewhat far to the edge of the right half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.3,5.29,not very far behind the left side of the far edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.48,5.26,on the near half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.76,6.92,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.16,6.79,somewhat near to the right of the center of the far edge of the cup,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))))
5.49,5.4,not very far from the edge of the left half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.17,6.64,somewhat far in front of the near corner of the right half of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))
5.56,6.03,somewhat near to the right of the near corner of the left half of the bottle,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.03,6.1,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.64,5.28,in the right half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.2,6.56,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.02,6.57,somewhat far to the left side of the edge of the near half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))))
5.9,5.1,not very far to the center of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.38,5.49,not very near in front of the far end of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.1,6.66,not very near to the left of the center of the near edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))))))
5.84,5.45,not very far behind the far half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))
5.06,5.29,not very near to the left of the far end of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.13,5.41,somewhat far behind the edge of the far half of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))))
5.63,6.1,somewhat far behind the middle of the edge of the left half of the chair,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN chair)))))))))))
5.85,6.36,in the far half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.17,6.16,not very far to the far end of the left edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.84,6.36,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.53,5.53,not very far to the far left corner of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (ADJP (RB far) (JJ left)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.27,5.21,on the table surface,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table))) (NP (NN surface))))
5.99,5.52,somewhat far from the near end of the right edge of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.76,5.23,somewhat far from the center of the chair,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN chair)))))))
5.45,5.83,not very near from the near corner of the right half of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.51,6.99,not very far in front of the far end of the right edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.98,5.64,not very far to the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.67,6.5,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.43,5.66,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.51,5.18,somewhat far to the far corner of the left half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.67,5.06,on the right half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.52,5.02,not very near from the near end of the cup,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.09,6.14,not very far to the center of the near edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.91,5.72,on the table,(S1 (FRAG (PP (IN on) (NP (DT the) (NN table)))))
5.5,5.87,not very near from the right corner of the far half of the bottle,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.99,6.04,not very far from the near right corner of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.05,6.92,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.22,5.67,not very far to the center of the edge of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.21,5.61,somewhat far from the near end of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.22,5.88,not very far to the near end of the edge of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.98,6.02,not very far to the near end of the edge of the left half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.38,5.21,not very near to the left of the far end of the right edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.15,6.71,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.66,5.54,not very far from the middle of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.99,6.27,not very far from the near left corner of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.19,5.63,somewhat far behind the far right corner of the table surface,(S1 (ADJP (RB somewhat) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table) (NN surface)))))))
5.46,6.25,in the left half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.84,6.55,in the right half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.06,5.08,in the cup,(S1 (FRAG (IN in) (NP (DT the) (NN cup))))
5.59,5.55,not very far from the middle of the right edge of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.63,5.38,somewhat far to the far edge of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.4,5.63,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.3,6.41,not very far to the middle of the edge of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.84,6.78,not very far to the right of the left side of the near edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.23,5.85,not very near to the left of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
5.17,5.64,not very far in front of the near end of the right edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))))))
5.63,6.73,in the far half of the table,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.04,5.51,somewhat far from the edge of the left half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.85,6.8,somewhat far from the near left corner of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.53,6.37,not very far from the right corner of the near half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN from) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (DT the) (JJ near) (NN half))) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.96,5.35,very far to the near corner of the left half of the cup,(S1 (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.15,6.5,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.14,6.41,in the left half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.13,6.15,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.64,5.57,somewhat far to the right corner of the far half of the cup,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.02,5.67,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.73,5.14,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.29,6.51,somewhat near to the right of the right side of the edge of the far half of the cup,(S1 (ADJP (RB somewhat) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup)))))))))))))
5.78,6.19,not very near to the middle of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.16,5.21,not very near from the middle of the left edge of the cup,(S1 (ADVP (RB not) (ADVP (RB very) (RB near)) (PP (IN from) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN cup)))))))))
5.69,5.29,on the near half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.14,5.87,not very near behind the right edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ right) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))
5.83,6.42,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.9,6.08,not very far to the right of the near end of the edge of the left half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.69,5.99,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.72,5.82,not very far in front of the far half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.03,6.03,on the left half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.48,6.56,not very near to the left side of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (DT the) (NN bottle))))))))
5.58,6.72,in the table surface,(S1 (S (PP (IN in) (NP (DT the) (NN table))) (VP (VBP surface))))
5.95,6.21,not very far to the near end of the edge of the right half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ near) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.13,6.43,not very far behind the far right corner of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (IN behind) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN table))))))))
5.66,6.36,not very near to the right of the far end of the edge of the right half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.82,5.2,in the near half of the table surface,(S1 (FRAG (PP (IN in) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.19,5.06,not very near to the far edge of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (JJ far) (NN edge)) (PP (IN of) (NP (DT the) (NN cup))))))))
5.57,6.85,somewhat far from the far right corner of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (ADJP (RB far) (JJ right)) (NN corner)) (PP (IN of) (NP (DT the) (NN bottle)))))))
5.21,6.47,on the far half of the table,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table)))))))
5.68,6.56,not very far to the right of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))
5.79,5.48,somewhat far to the left corner of the far half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.01,6.7,somewhat far from the edge of the left half of the bottle,(S1 (ADJP (RB somewhat) (RB far) (PP (IN from) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN bottle)))))))))
5.06,5.83,not very far to the left side of the edge of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB far) (PP (TO to) (NP (NP (DT the) (JJ left) (NN side)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.3,6.85,not very near to the left of the right corner of the far half of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN left)) (PP (IN of) (NP (NP (DT the) (JJ right) (NN corner)) (PP (IN of) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN bottle))))))))))))
5.4,6.53,not very near behind the far end of the left edge of the table,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN behind) (NP (NP (DT the) (JJ far) (NN end)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN edge)) (PP (IN of) (NP (DT the) (NN table))))))))))
5.33,6.53,not very near to the right of the middle of the edge of the near half of the cup,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ near) (NN half)) (PP (IN of) (NP (DT the) (NN cup))))))))))))))
5.59,5.75,in the table,(S1 (FRAG (PP (IN in) (NP (DT the) (NN table)))))
5.32,6.38,somewhat far to the right of the near left corner of the chair,(S1 (ADJP (RB somewhat) (RB far) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (ADJP (RB near) (VBN left)) (NN corner)) (PP (IN of) (NP (DT the) (NN chair)))))))))
5.38,5.47,not very near to the right of the edge of the left half of the table surface,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (TO to) (NP (NP (DT the) (NN right)) (PP (IN of) (NP (NP (DT the) (NN edge)) (PP (IN of) (NP (NP (DT the) (JJ left) (NN half)) (PP (IN of) (NP (DT the) (NN table) (NN surface))))))))))))
5.65,6.14,on the far half of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (JJ far) (NN half)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.28,6.09,on the middle of the table surface,(S1 (FRAG (PP (IN on) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN table))))) (NP (NN surface))))
5.16,5.02,at the center of the cup,(S1 (FRAG (PP (IN at) (NP (NP (DT the) (NN center)) (PP (IN of) (NP (DT the) (NN cup)))))))
5.87,6.49,not very near in front of the middle of the bottle,(S1 (FRAG (RB not) (ADJP (RB very) (RB near) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN bottle))))))))))
